"","person_id","p_violence_raw","p_recid_raw","p_fail_to_appear_raw","p_current_age","cq_fail_appear_two_yr","cq_fail_appear_two_plus","p_yrs5_felcount_person","p_felony_count_person","cq_prior_conviction_F","p_misdem_count_5yrs","p_misdem_count_person","cq_prior_conviction_M","p_drug_count_5yrs","p_drug_count_person","p_yrs5_trafcount_person","p_traffic_count_person","prior_conviction_T","p_current_violent_offense","p_prison_visits","p_prison_time","p_jail_visits","p_jail_time","cq_violent_conviction","p_marital_status","p_sex","p_race","p_numcases","corrected_age"
"1134",1612,-0.94,0.75,31,29,0,0,6,6,3,0,0,0,6,6,0,0,0,0,4,1593,2,12.9106481481481,0,1,1,2,2,-3.16156316138986
"1135",1613,-3.09,-0.84,26,33,2,0,2,3,2,0,1,0,0,0,7,7,5,1,1,245,2,7.12115740740741,1,1,1,2,7,-3.41441638792349
"1136",1614,-3.75,-2.16,18,41,0,0,0,0,0,0,0,0,0,0,7,8,5,0,0,NA,1,1.01895833333333,0,6,2,4,7,-3.78391606866848
"1137",1616,-2.64,-1.05,21,51,1,0,0,0,0,1,2,2,0,0,0,1,1,0,0,NA,1,14.7605902777778,0,1,1,1,2,-4.1496730151443
"1138",1617,-2.99,-1.1,12,33,0,0,0,0,0,3,4,0,0,0,1,1,NA,0,0,NA,2,3.85040509259259,0,2,1,1,4,-3.41441638792349
"1139",1618,-3.21,-1.63,17,33,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,NA,1,2.26083333333333,0,3,1,6,3,-3.41441638792349
"1140",1619,-2.12,-0.67,27,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1141",1619,-2.12,-0.67,21,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1142",1619,-2.12,-0.68,27,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1143",1619,-2.12,-0.68,21,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1144",1619,-2.08,-0.67,27,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1145",1619,-2.08,-0.67,21,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1146",1619,-2.08,-0.68,27,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1147",1619,-2.08,-0.68,21,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1148",1619,-2.12,-0.67,27,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1149",1619,-2.12,-0.67,21,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1150",1619,-2.12,-0.68,27,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1151",1619,-2.12,-0.68,21,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1152",1619,-2.08,-0.67,27,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1153",1619,-2.08,-0.67,21,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1154",1619,-2.08,-0.68,27,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1155",1619,-2.08,-0.68,21,36,0,0,1,2,1,0,0,0,0,0,3,4,2,0,1,321,2,2.22825231481481,0,3,1,6,4,-3.56805120840666
"1156",1622,-3.45,-0.86,21,50,0,0,0,0,0,4,4,2,0,0,3,3,0,0,0,NA,2,2.9356712962963,0,1,1,2,2,-4.11580265710674
"1157",1623,-2.2,-0.12,19,55,2,0,2,14,9,3,21,9,1,4,0,13,NA,1,3,857,1,117.671203703704,11,4,1,2,21,-4.27521613463142
"1158",1625,-0.64,0.84,19,20,1,0,2,2,1,4,4,4,1,1,1,1,0,1,0,NA,10,336.331909722222,1,1,1,2,5,-2.23173999352309
"1159",1625,-0.83,0.71,15,20,1,0,2,2,1,4,4,4,1,1,1,1,0,1,0,NA,10,336.331909722222,1,1,1,2,5,-2.23173999352309
"1160",1629,-2.12,-0.51,14,25,1,0,2,2,1,1,1,0,0,0,9,9,5,0,0,NA,1,20.9202083333333,0,1,1,2,9,-2.82592263873672
"1161",1631,-3.54,-0.86,24,45,0,0,1,1,1,1,1,1,2,2,2,2,1,0,0,NA,2,130.840636574074,0,1,1,1,2,-3.93726406375938
"1162",1632,-1.97,0.88,21,28,0,0,2,7,8,5,9,6,1,5,1,13,NA,1,3,1242,4,192.017118055556,3,1,1,2,13,-3.0867555891354
"1163",1633,-3.95,-1.93,14,54,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,NA,2,2.37981481481481,0,2,1,2,2,-4.24568616591301
"1164",1634,-2.99,-1.76,16,41,0,0,0,0,0,6,6,6,0,0,1,1,0,0,0,NA,1,0.169641203703704,0,1,1,1,3,-3.78391606866848
"1165",1637,-3.29,-1.89,13,32,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,NA,1,1.61644675925926,0,2,1,2,3,-3.35719260373834
"1166",1638,-3.3,-0.83,18,43,0,0,0,10,3,1,12,7,0,9,0,3,0,1,0,NA,1,1.24486111111111,1,1,1,2,11,-3.8620017653581
"1167",1640,-3.73,-2.37,12,48,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,NA,1,0.318981481481481,0,2,1,1,3,-4.04604028434019
"1168",1642,-2,-0.27,18,27,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,NA,1,0.221655092592593,1,4,1,1,1,-3.0062675861412
"1169",1645,-1.62,-0.48,12,20,0,0,0,0,0,1,1,1,0,0,6,6,5,1,0,NA,3,1.14177083333333,1,1,2,2,3,-2.23173999352309
"1170",1647,-2.14,-0.57,17,21,0,0,1,1,1,3,3,3,3,3,9,9,6,1,0,NA,7,108.816863425926,1,1,1,3,10,-2.36976803238571
"1171",1648,-3.64,-1.59,16,47,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,1,0.243356481481481,0,1,1,1,1,-4.01030140867767
"1172",1649,-2.33,0.05,23,33,0,0,0,13,14,0,0,0,0,0,0,0,0,1,2,5917,1,490.037986111111,13,1,1,2,7,-3.41441638792349
"1173",1651,-3.37,-0.78,24,46,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,4,265.365844907407,0,2,1,2,1,-3.9740423744953
"1174",1653,-2.13,-0.47,24,30,0,0,0,2,0,2,4,2,0,0,1,1,0,1,0,NA,1,27.8726851851852,2,1,1,1,5,-3.23123437142032
"1175",1655,-2.1,-1.03,13,22,NA,NA,0,0,0,2,2,0,0,0,8,8,5,0,0,NA,3,1.49270833333333,0,1,1,2,4,-2.49745946014858
"1176",1655,-2.3,-0.63,15,22,NA,NA,0,0,0,2,2,0,0,0,8,8,5,0,0,NA,3,1.49270833333333,0,1,1,2,4,-2.49745946014858
"1177",1658,-4.13,-2.57,14,52,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,0.186793981481481,0,6,2,3,1,-4.18271693652911
"1178",1659,-2.36,-1.14,13,24,0,0,0,0,0,1,1,0,1,1,5,5,3,0,0,NA,1,0.93380787037037,0,1,1,2,3,-2.72482618216106
"1179",1660,-1.85,0.74,20,24,0,0,9,13,9,1,3,2,3,6,4,9,NA,1,3,2481,1,799.792638888889,9,1,1,2,16,-2.72482618216106
"1180",1664,-2,0.1,13,22,0,0,1,1,1,3,3,1,2,2,13,13,8,0,0,NA,2,19.4933796296296,0,1,1,1,6,-2.49745946014858
"1181",1668,-0.86,0.49,35,34,NA,NA,0,4,4,9,19,15,3,8,4,7,3,0,3,1054,2,2.48920138888889,0,2,1,2,19,-3.46837733367982
"1182",1669,-1.14,0.94,23,27,NA,NA,2,3,1,2,8,7,0,2,0,1,1,1,0,NA,2,37.3161574074074,1,1,2,1,9,-3.0062675861412
"1183",1670,-1.68,-0.3,14,21,2,0,3,3,2,5,5,1,2,2,1,1,1,1,1,1912,4,80.4981134259259,1,1,1,2,4,-2.36976803238571
"1184",1670,-1.68,-0.27,13,21,2,0,3,3,2,5,5,1,2,2,1,1,1,1,1,1912,4,80.4981134259259,1,1,1,2,4,-2.36976803238571
"1185",1677,-3.13,-1.58,13,50,1,0,0,0,0,0,0,0,0,0,7,8,2,0,0,NA,1,0.765300925925926,0,6,2,1,6,-4.11580265710674
"1186",1679,-3.05,-1.73,12,30,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,NA,1,1.04601851851852,0,2,1,1,2,-3.23123437142032
"1187",1680,-1.81,-1.2,23,47,0,0,1,2,2,2,4,3,2,2,1,13,6,0,0,NA,1,11.8588773148148,0,2,1,1,7,-4.01030140867767
"1188",1681,-3.16,-1.3,21,47,0,0,1,3,1,3,5,4,0,3,8,16,NA,1,0,NA,1,0.746180555555556,1,1,1,2,9,-4.01030140867767
"1189",1682,-3.06,-1.72,13,38,NA,NA,1,1,0,2,2,1,0,0,2,3,3,1,0,NA,1,1.22993055555556,1,1,1,1,5,-3.6589924746523
"1190",1686,-2.26,-0.78,18,22,0,0,0,0,0,4,4,3,0,0,2,2,2,1,0,NA,3,50.3995601851852,1,1,2,2,3,-2.49745946014858
"1191",1687,-2.4,-1.1,18,24,2,0,0,0,0,1,1,1,0,0,10,12,4,1,0,NA,1,0.940034722222222,1,6,2,2,8,-2.72482618216106
"1192",1688,-1.74,0.21,13,21,1,0,1,1,0,4,4,3,1,1,1,1,0,0,0,NA,0,NA,0,1,1,2,4,-2.36976803238571
"1193",1689,-3.67,-2.15,12,51,0,0,0,0,0,2,5,4,0,0,3,4,NA,0,0,NA,5,28.3861921296296,0,1,1,1,5,-4.1496730151443
"1194",1691,-1.44,0.69,15,22,0,0,4,4,4,2,2,2,4,4,0,1,NA,1,1,131,2,81.8456597222222,2,1,1,1,6,-2.49745946014858
"1195",1692,-3.5,-1.83,20,44,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,NA,2,2.7571412037037,1,1,1,1,2,-3.89993708340941
"1196",1693,-2.99,-1.65,13,29,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,NA,1,0.100358796296296,0,1,2,1,5,-3.16156316138986
"1197",1694,-2.17,-0.36,15,22,1,0,1,1,0,1,1,1,0,0,4,4,3,1,0,NA,0,NA,2,1,1,2,6,-2.49745946014858
"1198",1697,-2.33,-0.42,18,22,0,0,1,1,1,1,1,0,2,2,0,0,0,0,0,NA,1,266.047604166667,0,1,1,6,1,-2.49745946014858
"1199",1699,-3.03,-1.6,13,31,0,0,0,0,0,2,2,0,0,0,3,7,3,1,0,NA,1,2.02560185185185,2,1,2,1,5,-3.29628301271575
"1200",1700,-2.2,-0.76,11,23,0,0,0,0,0,0,0,0,0,0,9,9,2,0,0,NA,4,9.92554398148148,0,1,1,2,7,-2.61557027051489
"1201",1702,-2.52,0.36,28,30,0,0,6,10,3,7,21,16,0,3,7,17,6,1,0,NA,5,12.4359606481481,5,1,1,2,19,-3.23123437142032
"1202",1702,-2.52,0.36,28,30,0,0,6,10,3,7,21,16,0,3,7,17,6,1,0,NA,5,12.4359606481481,5,1,1,2,19,-3.23123437142032
"1203",1703,-2.81,-0.16,24,37,0,0,0,4,3,0,4,1,0,0,0,6,7,1,1,202,6,172.647685185185,1,1,1,1,8,-3.61445869906053
"1204",1706,-1.7,-0.5,17,31,0,0,0,2,2,5,5,3,1,1,2,9,6,1,1,468,3,35.7082523148148,4,4,1,2,9,-3.29628301271575
"1205",1706,-1.55,-0.5,18,31,0,0,0,2,2,5,5,3,1,1,2,9,6,1,1,468,3,35.7082523148148,4,1,1,2,9,-3.29628301271575
"1206",1707,-2.32,-1.09,18,22,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,NA,1,0.2046875,0,1,1,2,4,-2.49745946014858
"1207",1708,-2.4,-0.84,15,22,0,0,1,1,1,1,1,1,0,0,8,8,NA,0,0,NA,1,0.91068287037037,0,4,1,2,6,-2.49745946014858
"1208",1709,-1.46,0.35,24,31,0,0,0,4,1,7,22,17,0,3,0,11,NA,1,0,NA,4,25.7796180555556,3,1,1,2,21,-3.29628301271575
"1209",1711,-3.29,-1.74,17,38,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,0.246400462962963,0,4,2,1,1,-3.6589924746523
"1210",1713,-2.36,-1.38,11,21,0,0,0,0,0,1,1,0,0,0,7,7,3,0,0,NA,1,0.746516203703704,0,1,1,2,6,-2.36976803238571
"1211",1715,-2.79,-0.26,21,41,0,0,2,7,3,4,8,2,0,2,3,3,NA,1,0,NA,4,157.928831018519,7,4,1,2,13,-3.78391606866848
"1212",1715,-1.83,-0.47,31,41,0,0,2,7,3,4,8,2,0,2,3,3,NA,1,0,NA,4,157.928831018519,7,1,1,2,13,-3.78391606866848
"1213",1717,-1.4,-0.27,26,33,1,0,0,0,0,5,5,1,1,1,4,4,NA,0,2,2271,2,13.6221643518519,0,1,1,2,6,-3.41441638792349
"1214",1718,-1,0.44,20,22,0,0,7,7,4,5,7,3,7,7,2,6,4,1,1,109,2,258.604050925926,1,1,1,2,12,-2.49745946014858
"1215",1719,-4.31,-2.72,12,60,0,0,0,1,0,0,1,0,0,0,4,19,8,0,0,NA,1,0.248043981481481,0,6,1,2,11,-4.39268798046414
"1216",1722,-3.1,-1.75,16,29,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,NA,1,0.311956018518519,0,1,1,2,5,-3.16156316138986
"1217",1727,-3.33,-1.9,15,49,0,0,1,1,5,0,0,0,0,0,4,5,3,1,0,NA,1,0.731180555555556,5,1,2,2,6,-4.08122784448983
"1218",1729,-3.1,-1.01,15,37,1,0,0,0,0,1,1,0,1,1,10,12,NA,0,0,NA,1,0.114699074074074,0,4,1,2,6,-3.61445869906053
"1219",1730,-3.37,-0.57,23,46,0,0,0,9,5,0,6,3,0,2,2,4,3,0,2,1150,1,0.996099537037037,0,1,1,2,7,-3.9740423744953
"1220",1731,-3.61,-1.88,11,47,0,0,1,1,1,0,0,0,1,1,2,2,0,0,0,NA,0,NA,0,5,1,1,2,-4.01030140867767
"1221",1735,-2.93,-1.93,13,35,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,0.208229166666667,0,2,1,1,1,-3.51946813438919
"1222",1737,-1.07,0.21,25,32,0,0,2,4,0,8,16,6,0,2,0,10,NA,1,0,NA,5,47.056400462963,8,1,2,2,16,-3.35719260373834
"1223",1738,-2.39,-0.7,18,28,0,0,0,0,0,0,2,1,0,0,6,6,5,0,0,NA,1,0.850451388888889,0,1,1,1,5,-3.0867555891354
"1224",1739,-1.64,-0.73,11,19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,1,1.07895833333333,0,1,1,2,1,-2.08258907483073
"1225",1741,-2.04,-0.28,14,21,0,0,3,3,1,6,6,5,1,1,0,0,0,1,1,1770,1,116.903136574074,4,1,1,2,6,-2.36976803238571
"1226",1741,-1.72,0.19,14,21,0,0,3,3,1,6,6,5,1,1,0,0,0,1,1,1770,1,116.903136574074,4,1,1,2,6,-2.36976803238571
"1227",1746,-2.36,-0.95,22,23,0,0,0,0,0,1,1,0,0,0,2,2,NA,0,0,NA,2,107.484652777778,0,1,1,1,2,-2.61557027051489
"1228",1749,-4.16,-2.07,16,60,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,0.262280092592593,0,1,2,1,1,-4.39268798046414
"1229",1751,-2.67,-0.13,25,38,0,0,0,1,1,2,2,2,1,1,0,0,0,0,0,NA,1,3.95445601851852,0,1,1,2,2,-3.6589924746523
"1230",1754,-3.28,-1.87,11,33,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,NA,1,1.02613425925926,0,1,1,1,2,-3.41441638792349
"1231",1757,-2.78,-1.41,17,28,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,NA,1,0.133773148148148,0,1,1,1,2,-3.0867555891354
"1232",1760,-2.74,-0.43,20,34,0,0,3,3,1,4,4,1,5,5,6,6,1,0,0,NA,3,79.4084375,0,1,1,1,6,-3.46837733367982
"1233",1761,-1.48,-0.28,13,19,0,0,2,2,0,1,1,0,0,0,0,0,0,1,0,NA,1,53.980787037037,2,1,1,1,2,-2.08258907483073
"1234",1762,-2.2,-0.57,31,59,0,0,1,7,5,0,6,1,0,0,0,0,0,1,1,0,2,579.931006944444,6,6,2,1,6,-4.37427991015703
"1235",1764,-2.26,-0.88,20,27,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA,1,0.236759259259259,0,1,2,1,1,-3.0062675861412
"1236",1766,-2.34,-0.46,22,25,0,0,0,0,0,1,1,0,0,0,5,5,2,1,0,NA,2,3.18189814814815,1,1,2,3,4,-2.82592263873672
"1237",1768,-3.91,-1.57,23,54,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,NA,1,1.46805555555556,0,1,1,2,3,-4.24568616591301
"1238",1769,-1.77,-0.58,14,24,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,NA,1,1.10097222222222,0,1,2,1,2,-2.72482618216106
"1239",1770,-2.28,-1.07,11,21,0,0,0,0,0,3,3,2,2,2,6,6,4,0,0,NA,1,1.14865740740741,0,1,1,2,6,-2.36976803238571
"1240",1771,-1.76,-0.88,13,19,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,2,42.9872106481481,0,1,1,3,1,-2.08258907483073
"1241",1774,-2.2,-1.19,11,21,0,0,0,0,0,1,1,NA,0,0,2,2,2,0,0,NA,1,0.932615740740741,0,1,1,1,3,-2.36976803238571
"1242",1776,-0.96,0.46,16,19,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1938,3,295.082268518519,0,1,1,2,1,-2.08258907483073
"1243",1778,-1.18,0.69,26,40,0,0,1,19,16,5,12,7,0,1,0,2,2,1,2,2465,4,326.876365740741,22,1,1,1,18,-3.74349497872172
"1244",1781,-2.32,-0.88,16,31,0,0,0,0,0,3,3,1,0,0,0,0,0,1,0,NA,1,0.172511574074074,1,1,1,1,3,-3.29628301271575
"1245",1782,-2.15,-0.88,17,24,8,0,0,0,0,2,2,1,0,0,17,17,9,1,0,NA,3,40.2892592592593,1,2,1,2,20,-2.72482618216106
"1246",1785,-2.38,0.19,18,31,0,0,0,7,6,6,10,9,3,11,0,5,NA,0,2,1304,3,56.3507986111111,0,4,1,2,16,-3.29628301271575
"1247",1786,-1.87,0.43,20,39,0,0,0,4,3,2,8,NA,1,4,1,6,NA,1,4,1032,3,2.08706018518519,2,1,1,2,12,-3.70192412845671
"1248",1791,-2.03,0.28,19,26,0,0,3,4,3,7,9,9,2,4,4,5,2,0,1,922,4,240.779479166667,0,1,1,2,9,-2.91952480886474
"1249",1792,-1.73,0.53,17,22,0,0,3,3,2,11,11,6,2,2,8,8,0,1,0,NA,5,15.1504513888889,1,1,1,5,8,-2.49745946014858
"1250",1794,-3.38,-1.23,17,47,0,0,0,1,1,2,3,2,0,0,1,2,1,0,0,NA,1,1.06055555555556,0,3,1,2,3,-4.01030140867767
"1251",1795,-1.55,-0.48,13,20,0,0,0,0,0,1,1,1,0,0,2,2,2,0,0,NA,1,0.216342592592593,0,1,2,3,1,-2.23173999352309
"1252",1797,-1.52,0.24,18,26,0,0,1,1,1,3,5,4,1,1,2,4,4,1,1,479,3,31.6838888888889,1,1,2,2,5,-2.91952480886474
"1253",1800,-2.61,-0.46,29,49,0,0,0,1,0,0,5,2,0,2,2,8,2,0,0,NA,1,2.06395833333333,0,2,1,2,6,-4.08122784448983
"1254",1804,-2.91,-0.63,17,33,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,NA,0,NA,0,6,1,2,1,-3.41441638792349
"1255",1805,-2.17,-0.34,25,23,0,0,4,4,3,6,6,4,1,1,0,0,0,1,0,NA,5,101.421747685185,4,1,1,2,6,-2.61557027051489
"1256",1806,-2.75,-0.74,30,30,0,0,0,0,0,11,11,6,0,0,4,4,0,0,0,NA,3,69.7470717592593,0,1,2,1,3,-3.23123437142032
"1257",1808,-2.48,-0.55,25,29,4,0,1,3,1,5,9,7,0,0,10,11,7,1,0,NA,2,2.84395833333333,4,1,1,6,18,-3.16156316138986
"1258",1809,-1.69,-0.68,27,23,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,NA,4,340.579247685185,1,1,1,6,1,-2.61557027051489
"1259",1810,-2.96,-1.65,12,28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,0.740277777777778,0,2,1,3,1,-3.0867555891354
"1260",1812,-2.79,-0.82,17,26,0,0,1,1,1,0,0,0,0,0,3,3,2,1,0,NA,0,NA,1,1,2,2,4,-2.91952480886474
"1261",1813,-2.84,-1.05,20,29,1,0,1,1,0,4,4,2,0,0,6,6,0,0,0,NA,2,2.73236111111111,0,1,1,2,4,-3.16156316138986
"1262",1814,-2.7,-1.18,25,38,0,0,1,1,0,3,3,1,1,1,0,0,0,0,0,NA,1,4.87105324074074,0,1,1,1,2,-3.6589924746523
"1263",1815,-3.05,-1.17,16,39,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,0,NA,1,3.12236111111111,0,1,1,5,1,-3.70192412845671
"1264",1816,-1.85,0.98,30,28,0,0,2,4,3,8,10,7,1,2,1,5,3,1,1,1437,9,247.587881944444,5,1,2,1,14,-3.0867555891354
"1265",1818,-2.42,-1.06,13,26,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,NA,1,0.546400462962963,0,1,1,6,2,-2.91952480886474
"1266",1819,-1.82,-0.15,21,22,0,0,2,2,1,4,4,3,3,3,6,6,NA,1,0,NA,1,1.06150462962963,2,1,1,6,7,-2.49745946014858
"1267",1821,-2.42,-1.07,14,25,0,0,0,0,0,4,4,4,0,0,7,7,NA,1,0,NA,1,0.759189814814815,1,1,2,1,5,-2.82592263873672
"1268",1822,-2.65,-0.95,23,30,0,0,0,0,0,1,2,2,0,0,1,2,NA,0,0,NA,4,79.6120949074074,0,1,1,1,3,-3.23123437142032
"1269",1829,-2.77,-0.77,19,27,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,NA,1,1.12734953703704,0,1,2,1,2,-3.0062675861412
"1270",1830,0.93,1.2,27,19,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,NA,7,134.005625,1,1,1,2,1,-2.08258907483073
"1271",1831,-2.23,-0.24,26,28,0,0,4,4,4,2,2,2,3,3,0,0,0,1,0,NA,1,221.097060185185,2,1,2,1,4,-3.0867555891354
"1272",1834,-1.9,-0.6,15,28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,77.8950462962963,0,1,1,1,1,-3.0867555891354
"1273",1838,-3.27,-1.33,18,39,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,NA,3,2.22259259259259,2,4,1,6,1,-3.70192412845671
"1274",1839,-2.34,-0.56,21,37,0,0,0,7,4,0,8,6,0,6,2,2,2,1,0,NA,3,57.3272337962963,6,1,1,2,9,-3.61445869906053
"1275",1843,-2.97,-1.21,18,42,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,0,NA,1,0.214606481481481,0,2,1,3,1,-3.82336816649141
"1276",1844,-2.57,-0.14,20,47,0,0,0,4,3,3,10,8,0,0,2,2,0,1,0,NA,2,57.2859027777778,5,1,1,1,9,-4.01030140867767
"1277",1845,-2.94,-1.37,22,31,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,NA,1,0.614664351851852,0,1,2,2,2,-3.29628301271575
"1278",1847,-3.19,-1.66,18,39,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,NA,2,29.3287037037037,0,1,1,2,3,-3.70192412845671
"1279",1849,-1.82,-0.31,15,27,0,0,1,1,0,4,7,8,0,0,1,8,NA,1,0,NA,4,142.381631944444,2,4,1,2,9,-3.0062675861412
"1280",1850,-1.49,-0.14,29,29,0,0,0,1,0,1,6,4,0,0,0,2,1,1,1,259,2,415.033425925926,1,1,1,2,3,-3.16156316138986
"1281",1851,-2.1,0.77,29,29,0,0,1,13,11,1,18,NA,0,4,1,2,NA,1,1,281,2,56.6808217592593,15,1,1,1,19,-3.16156316138986
"1282",1852,-1.7,-0.11,15,27,0,0,1,1,1,6,10,8,3,7,3,6,NA,1,0,NA,6,56.2287615740741,2,1,1,2,10,-3.0062675861412
"1283",1854,-3.04,-0.58,17,35,0,0,0,2,3,0,3,3,0,2,0,3,NA,1,0,NA,1,1.02799768518519,2,1,1,2,7,-3.51946813438919
"1284",1855,-1.41,0.69,16,26,0,0,1,1,1,2,3,2,0,0,1,1,NA,1,0,NA,3,115.488865740741,3,1,2,1,4,-2.91952480886474
"1285",1856,-1.8,-0.53,12,19,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,1,0.984884259259259,0,1,1,1,1,-2.08258907483073
"1286",1857,0.02,0.3,25,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,119,1,0.261342592592593,0,2,1,2,1,-3.0867555891354
"1287",1860,-1.52,-0.19,12,19,0,0,3,3,3,0,0,0,3,3,0,0,0,0,0,NA,2,68.2774768518519,0,1,1,1,1,-2.08258907483073
"1288",1861,-2,0.1,23,34,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1646,3,204.233287037037,2,1,1,2,1,-3.46837733367982
"1289",1862,-2.72,-1.22,17,27,1,0,0,0,0,0,0,0,0,0,6,6,6,0,0,NA,3,21.85875,0,1,1,2,4,-3.0062675861412
"1290",1863,-2.24,-0.18,16,32,0,0,1,1,1,0,3,2,0,2,7,10,6,1,0,NA,2,0.841759259259259,1,1,1,2,11,-3.35719260373834
"1291",1868,-1.2,0.38,19,21,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,NA,1,0.918564814814815,0,1,1,2,3,-2.36976803238571
"1292",1869,-3.95,-2.44,11,45,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,NA,1,0.884467592592593,0,2,1,1,2,-3.93726406375938
"1293",1871,-1.14,0.07,15,22,0,0,3,3,0,4,4,1,0,0,2,2,0,1,0,NA,3,24.7041203703704,1,1,2,2,3,-2.49745946014858
"1294",1872,-3.31,-1.88,12,33,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,0.96994212962963,0,1,1,2,1,-3.41441638792349
"1295",1874,-2.14,-0.83,15,26,0,0,0,0,0,1,1,0,0,0,2,2,1,0,0,NA,1,1.27761574074074,0,1,2,1,2,-2.91952480886474
"1296",1878,-1.3,0.62,20,21,0,0,3,3,3,4,4,4,0,0,1,1,0,1,1,2022,1,295.97375,4,1,1,2,5,-2.36976803238571
"1297",1880,-1.22,0.72,15,18,5,1,0,0,0,9,9,NA,0,0,11,11,NA,0,1,1609,10,345.113020833333,0,1,1,6,10,-1.92149873255189
"1298",1884,-2.18,-0.64,13,25,2,0,0,0,0,1,1,0,0,0,5,5,2,0,0,NA,1,5.92170138888889,0,1,1,6,3,-2.82592263873672
"1299",1886,-3.77,-0.93,24,57,0,0,2,7,5,0,6,4,0,4,1,11,NA,1,3,727,2,2.8221412037037,2,6,1,2,12,-4.32915136921858
